,4.369950534461982,4.455639025488644,4.564384371238273,4.998424736473162,4.466458425292792,3.3589198697930174,2.6714191503356273,4.552517814807959,4.538731435451785,1.7417106434613485
"[0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",3.1082340789777954,2.2706556969619465,2.843275762305887,-65.19431797868988,3.367087981444624,3.7005970127201726,2.382905570792075,3.798807609513001,1.4843446125222055,-1.0950954962429862
"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",2.63649039116595,2.9622074791386352,-85.56264428050682,3.5118993863786923,1.2575968932299861,2.221432115566837,2.6130960679046935,-85.85815064546448,0.3558027534546538,-13.412820029243854
"[0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",0.10258921466441007,1.5630102222608768,-86.64441067660647,1.9087895888115884,1.8750491235286957,0.472675122023527,2.860416368283019,0.991073230685531,-3.735302087513169,0.9391086962481188
"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",1.3655212121323168,1.4315224175305539,-5.5843977273020045,1.4332068585097186,3.2893073897355665,2.21716939018207,2.6191724991415573,1.4321198830291642,2.5556451238198212,-32.71521470827179
"[0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",1.3607811478838348,1.6169941266683059,1.362200388198892,1.3966838081837316,2.5164530960107756,1.4936544051701057,3.2825648788879764,1.3889813793805783,1.360574469905643,2.153137213678143
"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",2.1827736609563213,3.3608432411342735,2.0571670999728218,2.0272190425284493,3.0039939408671303,2.627241838490872,4.2022706481734815,3.1966606809094427,2.6849029085761167,-1.5088058196887584
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",2.9098151297201174,3.9608152766111164,4.783812703457077,3.8459024461485427,3.8524878538327156,2.622821716007792,3.938643519916227,3.868610291002966,3.1907867483612784,-0.28035763601918795
"[0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",-88.4899804355858,-58.42635183452831,-68.18896296993704,-18.59626766412198,0.36455223081390914,-45.689689038436704,-73.6088942749446,-70.23258726369127,-70.42238214145289,-68.97163706727595
"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",-70.41357596380124,-66.22520114128461,-69.99520295791207,-64.33736803500295,-63.80487880193999,-72.08036337029915,2.9710332975220908,-71.57244728932332,-69.19663880239794,-76.70185973771233
"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",-88.72948452305386,-94.08174362348453,-93.36466540485964,-94.87206035073503,-58.861650904904415,-87.86141331521853,-89.19916334236318,-87.66859714717951,-67.91354117447472,-101.81702154275575
"[0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1]",-89.05686420625452,-86.71524278843509,-92.54846130815328,-93.91114306213694,-93.04546966744563,-95.11243422429696,-16.54221043894654,-90.32943460925406,-94.62459892061311,-142.53399008729306
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",-87.44415233602206,-92.91699898259697,-87.88493773095794,-69.87085669063498,-86.68401609530659,-84.0053099726953,-93.23770662206363,-89.92900193147737,-78.4884720056732,-92.82068177390775
"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1]",-95.16992910544359,-96.23639507595054,-95.14395654985123,-95.15498661891995,-95.54781402007555,-96.12167187949117,-22.102617664004732,-95.55105502496762,-95.06987429665533,-98.11367466767506
"[0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",2.877450330880101,4.0802328571787045,2.5037872327914314,2.5477249725147812,3.1088826958386138,3.2168497800771174,3.25719583211779,3.672639191950208,3.3862501075011426,-2.7587239532006773
"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1]",-95.76023897857422,-3.833881049650265,-94.19531349196808,-94.768865766266,-8.48529059720643,-94.51941478566987,-95.0771724202047,-94.1278579824014,-94.94239800113357,-96.03579931541503
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1]",2.988017882867911,-68.15396071264034,-67.59893514248206,-65.95548088597039,-85.72788257278464,0.0,-84.62899206240564,0.0,-0.6857563863810765,0.0
